Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ClocKin,Chrome 69.0.3497.100,,2018-09-21 18:52:18,2018-09-21 18:52:35,16.651s,PASSED
,,,,,,
Test Cases/CLockIn_automate,Chrome 69.0.3497.100,,2018-09-21 18:52:18,2018-09-21 18:52:34,16.195s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-21 18:52:19,2018-09-21 18:52:23,3.847s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-21 18:52:23,2018-09-21 18:52:26,3.924s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-21 18:52:26,2018-09-21 18:52:27,0.732s,PASSED
click,Chrome 69.0.3497.100,,2018-09-21 18:52:27,2018-09-21 18:52:27,0.133s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-09-21 18:52:27,2018-09-21 18:52:29,1.236s,PASSED
click,Chrome 69.0.3497.100,,2018-09-21 18:52:29,2018-09-21 18:52:30,0.997s,PASSED
click,Chrome 69.0.3497.100,,2018-09-21 18:52:30,2018-09-21 18:52:32,1.985s,PASSED
click,Chrome 69.0.3497.100,,2018-09-21 18:52:32,2018-09-21 18:52:34,2.216s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-21 18:52:34,2018-09-21 18:52:34,0.731s,PASSED
