Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ClocKin,Chrome 69.0.3497.100,,2018-09-26 10:03:17,2018-09-26 10:03:31,14.328s,PASSED
,,,,,,
Test Cases/CLockIn_automate,Chrome 69.0.3497.100,,2018-09-26 10:03:17,2018-09-26 10:03:31,14.021s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-26 10:03:17,2018-09-26 10:03:21,3.304s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-26 10:03:21,2018-09-26 10:03:24,3.115s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-26 10:03:24,2018-09-26 10:03:25,0.757s,PASSED
click,Chrome 69.0.3497.100,,2018-09-26 10:03:25,2018-09-26 10:03:25,0.156s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-09-26 10:03:25,2018-09-26 10:03:27,1.773s,PASSED
click,Chrome 69.0.3497.100,,2018-09-26 10:03:27,2018-09-26 10:03:27,0.791s,PASSED
click,Chrome 69.0.3497.100,,2018-09-26 10:03:27,2018-09-26 10:03:29,1.722s,PASSED
click,Chrome 69.0.3497.100,,2018-09-26 10:03:29,2018-09-26 10:03:30,1.335s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-26 10:03:30,2018-09-26 10:03:31,0.660s,PASSED
